ap_lift,auroc,average_precision,error_fraction_threshold,family,minimum_support,n,positives,prevalence,scene,score
0.20095153212800254,0.7777777777777778,0.9152372464137168,0.3,mask,10,21,15,0.7142857142857143,office0,voxel_second_region_residual
0.20095153212800254,0.7777777777777778,0.9152372464137168,0.4,mask,10,21,15,0.7142857142857143,office0,voxel_second_region_residual
0.056108123568133994,0.6851851851851852,0.9132509807109911,0.1,mask,10,21,18,0.8571428571428571,office0,voxel_owner_entropy_residual
0.09363575585276451,0.6375,0.8555405177575264,0.2,mask,10,21,16,0.7619047619047619,office0,voxel_owner_entropy_residual
0.04653676560797293,0.5333333333333333,0.7608224798936872,0.3,mask,10,21,15,0.7142857142857143,office0,voxel_owner_entropy_residual
0.04653676560797293,0.5333333333333333,0.7608224798936872,0.4,mask,10,21,15,0.7142857142857143,office0,voxel_owner_entropy_residual
0.03983828229829267,0.6481481481481481,0.8969811394411498,0.1,mask,10,21,18,0.8571428571428571,office0,framebalanced_disagreement_residual
0.041279605059113655,0.5625,0.8031843669638755,0.2,mask,10,21,16,0.7619047619047619,office0,framebalanced_disagreement_residual
0.0297907338619412,0.5,0.7440764481476555,0.3,mask,10,21,15,0.7142857142857143,office0,framebalanced_disagreement_residual
0.0297907338619412,0.5,0.7440764481476555,0.4,mask,10,21,15,0.7142857142857143,office0,framebalanced_disagreement_residual
0.012110431898873508,0.5740740740740741,0.8692532890417306,0.1,mask,10,21,18,0.8571428571428571,office0,nonspatial_label_entropy_residual
0.01782768422667813,0.49999999999999994,0.77973244613144,0.2,mask,10,21,16,0.7619047619047619,office0,nonspatial_label_entropy_residual
-0.06781724095191588,0.38888888888888884,0.6464684733337984,0.3,mask,10,21,15,0.7142857142857143,office0,nonspatial_label_entropy_residual
-0.06781724095191588,0.38888888888888884,0.6464684733337984,0.4,mask,10,21,15,0.7142857142857143,office0,nonspatial_label_entropy_residual
0.11552950952460772,0.8611111111111112,0.9726723666674648,0.1,mask,10,21,18,0.8571428571428571,office0,num_detections
0.13110753115348706,0.6937500000000001,0.8930122930582489,0.2,mask,10,21,16,0.7619047619047619,office0,num_detections
0.18492739830975113,0.7666666666666666,0.8992131125954654,0.3,mask,10,21,15,0.7142857142857143,office0,num_detections
0.18492739830975113,0.7666666666666666,0.8992131125954654,0.4,mask,10,21,15,0.7142857142857143,office0,num_detections
