ap_lift,auroc,average_precision,error_fraction_threshold,family,minimum_support,n,positives,prevalence,scene,score
0.027404706184320005,0.4666666666666667,0.8969699235756243,0.4,mask,5,23,20,0.8695652173913043,room0,voxel_second_region_residual
-0.02247438357377618,0.18181818181818182,0.9340473555566586,0.1,mask,5,23,22,0.9565217391304348,room0,voxel_owner_entropy_residual
-0.02247438357377618,0.18181818181818182,0.9340473555566586,0.2,mask,5,23,22,0.9565217391304348,room0,voxel_owner_entropy_residual
-0.07900774915802888,0.09523809523809523,0.8340357291028406,0.3,mask,5,23,21,0.9130434782608695,room0,voxel_owner_entropy_residual
-0.05796416105954738,0.26666666666666666,0.8116010563317569,0.4,mask,5,23,20,0.8695652173913043,room0,voxel_owner_entropy_residual
0.018289271962606435,0.5454545454545454,0.9748110110930412,0.1,mask,5,23,22,0.9565217391304348,room0,framebalanced_disagreement_residual
0.018289271962606435,0.5454545454545454,0.9748110110930412,0.2,mask,5,23,22,0.9565217391304348,room0,framebalanced_disagreement_residual
0.0030743222097570078,0.38095238095238093,0.9161178004706265,0.3,mask,5,23,21,0.9130434782608695,room0,framebalanced_disagreement_residual
0.001632908537522293,0.35,0.8711981259288266,0.4,mask,5,23,20,0.8695652173913043,room0,framebalanced_disagreement_residual
0.037271358417603206,0.8636363636363636,0.993793097548038,0.1,mask,5,23,22,0.9565217391304348,room0,nonspatial_label_entropy_residual
0.037271358417603206,0.8636363636363636,0.993793097548038,0.2,mask,5,23,22,0.9565217391304348,room0,nonspatial_label_entropy_residual
0.03443336830232824,0.5952380952380952,0.9474768465631977,0.3,mask,5,23,21,0.9130434782608695,room0,nonspatial_label_entropy_residual
0.0425193086441239,0.5333333333333334,0.9120845260354282,0.4,mask,5,23,20,0.8695652173913043,room0,nonspatial_label_entropy_residual
-0.00840511950451206,0.2727272727272727,0.9481166196259228,0.1,mask,5,23,22,0.9565217391304348,room0,num_detections
-0.00840511950451206,0.2727272727272727,0.9481166196259228,0.2,mask,5,23,22,0.9565217391304348,room0,num_detections
0.02385831956938478,0.5238095238095237,0.9369017978302543,0.3,mask,5,23,21,0.9130434782608695,room0,num_detections
-0.008445603636578203,0.3833333333333333,0.8611196137547261,0.4,mask,5,23,20,0.8695652173913043,room0,num_detections
0.07261904761904758,0.56,0.5726190476190476,0.1,association,10,10,5,0.5,room0,voxel_second_region_residual
0.07261904761904758,0.56,0.5726190476190476,0.2,association,10,10,5,0.5,room0,voxel_second_region_residual
0.23174603174603176,0.7142857142857143,0.5317460317460317,0.3,association,10,10,3,0.3,room0,voxel_second_region_residual
0.19285714285714284,0.625,0.39285714285714285,0.4,association,10,10,2,0.2,room0,voxel_second_region_residual
0.3766666666666667,0.8800000000000001,0.8766666666666667,0.1,association,10,10,5,0.5,room0,voxel_owner_entropy_residual
0.3766666666666667,0.8800000000000001,0.8766666666666667,0.2,association,10,10,5,0.5,room0,voxel_owner_entropy_residual
0.5333333333333332,0.8571428571428571,0.8333333333333333,0.3,association,10,10,3,0.3,room0,voxel_owner_entropy_residual
0.8,1.0,1.0,0.4,association,10,10,2,0.2,room0,voxel_owner_entropy_residual
-0.07317460317460317,0.27999999999999997,0.42682539682539683,0.1,association,10,10,5,0.5,room0,framebalanced_disagreement_residual
-0.07317460317460317,0.27999999999999997,0.42682539682539683,0.2,association,10,10,5,0.5,room0,framebalanced_disagreement_residual
0.05952380952380959,0.5238095238095238,0.3595238095238096,0.3,association,10,10,3,0.3,room0,framebalanced_disagreement_residual
0.042857142857142844,0.4375,0.24285714285714285,0.4,association,10,10,2,0.2,room0,framebalanced_disagreement_residual
0.08571428571428563,0.4,0.5857142857142856,0.1,association,10,10,5,0.5,room0,nonspatial_label_entropy_residual
0.08571428571428563,0.4,0.5857142857142856,0.2,association,10,10,5,0.5,room0,nonspatial_label_entropy_residual
0.325,0.6666666666666666,0.625,0.3,association,10,10,3,0.3,room0,nonspatial_label_entropy_residual
0.04999999999999999,0.4375,0.25,0.4,association,10,10,2,0.2,room0,nonspatial_label_entropy_residual
0.041269841269841234,0.28,0.5412698412698412,0.1,association,10,10,5,0.5,room0,num_detections
0.041269841269841234,0.28,0.5412698412698412,0.2,association,10,10,5,0.5,room0,num_detections
