accepted_3d,elapsed_seconds,filtered_2d,processed_frame,raw_detections,raw_frame
13,0.552528589963913,13,166,21,830
17,0.6428921734914184,17,167,21,835
13,0.5687580741941929,13,168,19,840
15,0.6142823183909059,15,169,18,845
15,0.6273693684488535,15,170,18,850
13,0.5935359355062246,13,171,18,855
11,0.4574581850320101,11,172,15,860
10,0.5011495472863317,10,173,16,865
12,0.5431434642523527,12,174,21,870
11,0.4121204912662506,11,175,17,875
11,0.4204198718070984,11,176,22,880
10,0.4453290831297636,10,177,20,885
15,0.6453459663316607,15,178,30,890
15,0.5843204893171787,15,179,31,895
12,0.5161404209211469,12,180,26,900
12,0.45851825177669525,12,181,24,905
12,0.5489199934527278,12,182,31,910
7,0.38271935004740953,7,183,28,915
9,0.4587001660838723,9,184,24,920
9,0.3942807484418154,9,185,32,925
10,0.46688426565378904,10,186,23,930
10,0.48605658393353224,10,187,24,935
9,0.4688081331551075,9,188,23,940
7,0.29555082973092794,7,189,20,945
12,0.5859590154141188,12,190,27,950
8,0.3511452479287982,8,191,24,955
5,0.2788789002224803,5,192,16,960
1,0.13279245235025883,1,193,17,965
6,0.43018596805632114,6,194,16,970
5,0.3327923081815243,5,195,11,975
4,0.2541258381679654,4,196,13,980
3,0.2645743805915117,3,197,13,985
5,0.3209993625059724,5,198,10,990
5,0.3075644429773092,5,199,9,995
4,0.3076303079724312,4,200,9,1000
4,0.27694802451878786,4,201,11,1005
4,0.3306048596277833,4,202,9,1010
4,0.2782744439318776,4,203,13,1015
6,0.5232755523175001,6,204,12,1020
6,0.36720519699156284,6,205,12,1025
5,0.3544771708548069,5,206,13,1030
6,0.36841168999671936,6,207,14,1035
6,0.4069416718557477,6,208,15,1040
3,0.2656586393713951,3,209,17,1045
6,0.351591425947845,6,210,14,1050
5,0.3314773263409734,5,211,11,1055
7,0.4043003562837839,7,212,13,1060
9,0.5288436412811279,9,213,10,1065
8,0.41000757832080126,8,214,12,1070
6,0.31375805474817753,6,215,15,1075
8,0.5350239770486951,8,216,16,1080
5,0.5330874668434262,5,217,16,1085
8,0.706715177744627,8,218,14,1090
7,0.6043526511639357,7,219,14,1095
7,0.5143099837005138,7,220,14,1100
8,0.5346562610939145,8,221,15,1105
9,0.5855724913999438,9,222,17,1110
10,0.6458843247964978,10,223,17,1115
10,0.5669073201715946,10,224,20,1120
10,0.5067907925695181,10,225,17,1125
7,0.36987063381820917,7,226,15,1130
11,0.516482274979353,11,227,19,1135
11,0.5313624227419496,11,228,18,1140
12,0.5765667110681534,12,229,22,1145
10,0.4980781013146043,10,230,21,1150
8,0.37984831258654594,8,231,17,1155
11,0.4487560288980603,11,232,27,1160
13,0.6394496066495776,13,233,20,1165
18,1.0718400571495295,18,234,28,1170
17,0.8716134140267968,17,235,23,1175
11,0.7455477211624384,11,236,18,1180
16,0.9535080967471004,16,237,29,1185
18,1.217161875218153,18,238,26,1190
17,0.9916293071582913,17,239,32,1195
15,0.8869001595303416,15,240,26,1200
15,0.8649509325623512,15,241,26,1205
15,0.6317349709570408,15,242,19,1210
19,0.788128393702209,19,243,25,1215
16,0.6659231195226312,16,244,25,1220
17,0.6388768563047051,17,245,26,1225
17,0.6353536788374186,17,246,29,1230
17,0.6996810315176845,17,247,30,1235
16,0.5956878075376153,16,248,30,1240
17,0.6587349949404597,17,249,29,1245
13,0.6309233354404569,13,250,26,1250
15,0.6362019553780556,15,251,25,1255
13,0.6162629835307598,13,252,22,1260
15,0.6537824515253305,15,253,20,1265
11,0.4584485637024045,11,254,22,1270
13,0.5916362022981048,13,255,19,1275
13,0.5722367335110903,13,256,23,1280
12,0.5656170006841421,12,257,18,1285
14,0.877201865427196,14,258,20,1290
17,0.884754546917975,17,259,24,1295
15,0.9062572121620178,15,260,20,1300
12,0.67407260928303,12,261,19,1305
11,0.578036249615252,11,262,19,1310
16,0.6893993746489286,16,263,20,1315
14,0.6089705592021346,14,264,20,1320
15,0.6005075303837657,15,265,21,1325
15,0.671681385487318,15,266,23,1330
14,0.6152963330969214,14,267,23,1335
14,0.5704327961429954,14,268,21,1340
10,0.4595429990440607,10,269,19,1345
15,0.6607917631044984,15,270,21,1350
14,0.5757278027012944,14,271,19,1355
15,0.6779339956119657,15,272,20,1360
13,0.6160648055374622,13,273,20,1365
10,0.44739398267120123,10,274,23,1370
12,0.5327599374577403,12,275,20,1375
11,0.5080018891021609,11,276,19,1380
12,0.5607096683233976,12,277,25,1385
13,0.5925209261476994,13,278,30,1390
13,0.551285152323544,13,279,23,1395
14,0.7415287578478456,14,280,25,1400
12,0.611977563239634,12,281,25,1405
16,0.6664690179750323,16,282,24,1410
14,0.5038142930716276,14,283,22,1415
18,0.6628168728202581,18,284,24,1420
17,0.6527250641956925,17,285,25,1425
16,0.6684598075225949,16,286,28,1430
14,0.5347489034757018,14,287,20,1435
18,0.643733561038971,18,288,20,1440
14,0.5954639259725809,14,289,24,1445
14,0.5732684647664428,14,290,17,1450
13,0.5454333499073982,13,291,25,1455
14,0.5532012386247516,14,292,21,1460
14,0.5790586229413748,14,293,21,1465
12,0.44572018925100565,12,294,18,1470
14,0.552662530913949,14,295,21,1475
14,0.6665778942406178,14,296,21,1480
13,0.7096868855878711,13,297,20,1485
12,0.6626004818826914,12,298,23,1490
12,0.6291650952771306,12,299,18,1495
10,0.6313745314255357,10,300,20,1500
12,0.5520536005496979,12,301,21,1505
10,0.44650482200086117,10,302,17,1510
12,0.4812231743708253,12,303,18,1515
11,0.40830765943974257,11,304,20,1520
15,0.48862980119884014,15,305,16,1525
9,0.3767031328752637,9,306,11,1530
10,0.30367105454206467,10,307,13,1535
10,0.35499737598001957,10,308,13,1540
6,0.30238665733486414,6,309,8,1545
6,0.23447020910680294,6,310,9,1550
4,0.22363340482115746,4,311,8,1555
7,0.3124785292893648,7,312,10,1560
7,0.27285927161574364,7,313,10,1565
8,0.2951785111799836,8,314,11,1570
5,0.28054641373455524,5,315,10,1575
4,0.27186017762869596,4,316,10,1580
5,0.24052919540554285,5,317,9,1585
5,0.30582770239561796,5,318,9,1590
3,0.2408973490819335,3,319,10,1595
4,0.23587032221257687,4,320,11,1600
3,0.1616752753034234,3,321,7,1605
2,0.18749629985541105,2,322,6,1610
3,0.21147196367383003,3,323,6,1615
3,0.20693059917539358,3,324,7,1620
3,0.22126711811870337,3,325,4,1625
3,0.16431073006242514,3,326,5,1630
3,0.16419297456741333,3,327,5,1635
3,0.19220180809497833,3,328,4,1640
3,0.25085814855992794,3,329,4,1645
1,0.13214927818626165,1,330,3,1650
1,0.14754111412912607,1,331,3,1655
0,0.0672737704589963,0,332,3,1660
0,0.08998303301632404,0,333,1,1665
0,0.0676510501652956,0,334,1,1670
0,0.05066049192100763,0,335,1,1675
0,0.044627418741583824,0,336,0,1680
0,0.04416589066386223,0,337,0,1685
0,0.04384335409849882,0,338,0,1690
0,0.044174253940582275,0,339,0,1695
0,0.05165607202798128,0,340,1,1700
0,0.04923511762171984,0,341,1,1705
0,0.04366505239158869,0,342,0,1710
0,0.04286704957485199,0,343,0,1715
0,0.055924417451024055,0,344,3,1720
1,0.13259642012417316,1,345,1,1725
1,0.1258987756446004,1,346,1,1730
1,0.1530385809019208,1,347,5,1735
3,0.22123027127236128,3,348,5,1740
4,0.28119359258562326,4,349,6,1745
4,0.23440130800008774,4,350,6,1750
3,0.23324643541127443,3,351,8,1755
4,0.19835111778229475,4,352,6,1760
2,0.13813045900315046,2,353,9,1765
3,0.18992065452039242,3,354,9,1770
2,0.14235513843595982,2,355,9,1775
6,0.17308130487799644,6,356,10,1780
4,0.1554952086880803,4,357,9,1785
7,0.45392652321606874,7,358,16,1790
7,0.44869690388441086,7,359,15,1795
5,0.2598434193059802,5,360,14,1800
5,0.23996600322425365,5,361,13,1805
6,0.28616755455732346,6,362,13,1810
6,0.3526706760749221,6,363,12,1815
8,0.34976830519735813,8,364,14,1820
3,0.25295308511704206,3,365,18,1825
6,0.3511558286845684,6,366,13,1830
6,0.26860228925943375,6,367,15,1835
6,0.3093611327931285,6,368,17,1840
5,0.2904916424304247,5,369,17,1845
6,0.27606636844575405,6,370,14,1850
9,0.3497687540948391,9,371,17,1855
9,0.44172749388962984,9,372,16,1860
10,0.4148416491225362,10,373,18,1865
7,0.3548460444435477,7,374,16,1870
7,0.2570735430344939,7,375,15,1875
11,0.521259224973619,11,376,21,1880
7,0.39862851798534393,7,377,21,1885
10,0.49954700749367476,10,378,21,1890
6,0.36126681324094534,6,379,18,1895
10,0.4060044139623642,10,380,17,1900
8,0.4486485766246915,8,381,18,1905
12,0.5275668585672975,12,382,16,1910
10,0.5284384218975902,10,383,16,1915
12,0.8317648535594344,12,384,19,1920
13,0.8127564461901784,13,385,20,1925
9,0.6635659886524081,9,386,18,1930
9,0.5832702489569783,9,387,16,1935
7,0.5194567497819662,7,388,20,1940
9,0.5902293743565679,9,389,15,1945
8,0.5041261622682214,8,390,14,1950
8,0.5636740401387215,8,391,13,1955
8,0.3457451807335019,8,392,13,1960
8,0.41231578681617975,8,393,11,1965
5,0.2479467187076807,5,394,14,1970
7,0.3750265585258603,7,395,14,1975
6,0.3193162027746439,6,396,16,1980
5,0.35318843740969896,5,397,13,1985
5,0.26453431602567434,5,398,14,1990
6,0.42819921020418406,6,399,15,1995
