both_positive_ap_lift,mean_auroc,min_auroc,office0_auroc,room0_auroc,score,target
True,0.5703703703703704,0.5166666666666667,0.624074074074074,0.5166666666666667,combined_top2_mean,sidecar_conservative_mask
True,0.5488425925925926,0.5143518518518518,0.5833333333333334,0.5143518518518518,fragmentation,sidecar_conservative_mask
True,0.6343954248366013,0.514161220043573,0.7546296296296295,0.514161220043573,combined_mean,sidecar_original_association
True,0.5394230769230769,0.5138888888888888,0.5138888888888888,0.564957264957265,combined_mean,sidecar_strict_unified
True,0.5467721863576261,0.5130434782608695,0.5130434782608695,0.5805008944543828,combined_mean,sidecar_conservative_unified
True,0.5361111111111112,0.512962962962963,0.5592592592592593,0.512962962962963,mean_owner_entropy_size_residual,sidecar_conservative_mask
True,0.5352496829769557,0.5105820105820106,0.5599173553719008,0.5105820105820106,combined_mean,sidecar_strict_mask
True,0.5324074074074074,0.5092592592592593,0.5555555555555556,0.5092592592592593,mean_owner_entropy_size_residual,sidecar_original_unified
True,0.5532944889005496,0.5082644628099173,0.5082644628099173,0.5983245149911817,framebalanced_semantic_mean,sidecar_strict_mask
True,0.5395736575509689,0.5082644628099173,0.5082644628099173,0.5708828522920204,framebalanced_semantic_mean,sidecar_original_mask
True,0.6056644880174291,0.5076252723311546,0.7037037037037037,0.5076252723311546,mean_owner_entropy,sidecar_original_association
False,0.5364101267791864,0.5076028622540251,0.5652173913043478,0.5076028622540251,fragmentation,sidecar_conservative_unified
False,0.536295494628828,0.5044091710758378,0.5681818181818181,0.5044091710758378,fragmentation,sidecar_strict_mask
False,0.5231517209445902,0.5008488964346349,0.5454545454545454,0.5008488964346349,framebalanced_mean_disagreement_size_residual,sidecar_original_mask
True,0.75,0.5,0.5,1.0,combined_mean,geometry_overmerge_2cm
False,0.75,0.5,0.5,1.0,fragmentation,geometry_overmerge_2cm
True,0.75,0.5,0.5,1.0,framebalanced_majority_entropy_size_residual,geometry_overmerge_2cm
True,0.75,0.5,0.5,1.0,combined_mean,geometry_overmerge_5cm
False,0.75,0.5,0.5,1.0,fragmentation,geometry_overmerge_5cm
True,0.75,0.5,0.5,1.0,framebalanced_majority_entropy_size_residual,geometry_overmerge_5cm
True,0.75,0.5,0.5,1.0,combined_mean,geometry_overmerge_7cm
False,0.75,0.5,0.5,1.0,fragmentation,geometry_overmerge_7cm
True,0.75,0.5,0.5,1.0,framebalanced_majority_entropy_size_residual,geometry_overmerge_7cm
True,0.75,0.5,0.5,1.0,framebalanced_semantic_mean,geometry_partition_2cm
True,0.75,0.5,0.5,1.0,persistent_conflict_fraction,geometry_partition_2cm
True,0.75,0.5,0.5,1.0,semantic_mean,geometry_partition_2cm
True,0.75,0.5,0.5,1.0,voxel_vote_entropy,geometry_partition_2cm
True,0.75,0.5,0.5,1.0,framebalanced_semantic_mean,geometry_partition_5cm
True,0.75,0.5,0.5,1.0,persistent_conflict_fraction,geometry_partition_5cm
True,0.75,0.5,0.5,1.0,semantic_mean,geometry_partition_5cm
True,0.75,0.5,0.5,1.0,voxel_vote_entropy,geometry_partition_5cm
True,0.75,0.5,0.5,1.0,framebalanced_semantic_mean,geometry_partition_7cm
True,0.75,0.5,0.5,1.0,persistent_conflict_fraction,geometry_partition_7cm
True,0.75,0.5,0.5,1.0,semantic_mean,geometry_partition_7cm
True,0.75,0.5,0.5,1.0,voxel_vote_entropy,geometry_partition_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428572,framebalanced_majority_entropy,geometry_overmerge_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428572,voxel_majority_entropy,geometry_overmerge_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428572,framebalanced_majority_entropy,geometry_overmerge_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428572,voxel_majority_entropy,geometry_overmerge_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428572,framebalanced_majority_entropy,geometry_overmerge_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428572,voxel_majority_entropy,geometry_overmerge_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,framebalanced_majority_entropy,geometry_partition_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,framebalanced_majority_entropy_size_residual,geometry_partition_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_majority_entropy,geometry_partition_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_fraction,geometry_partition_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_region,geometry_partition_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_region_size_residual,geometry_partition_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,framebalanced_majority_entropy,geometry_partition_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,framebalanced_majority_entropy_size_residual,geometry_partition_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_majority_entropy,geometry_partition_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_fraction,geometry_partition_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_region,geometry_partition_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_region_size_residual,geometry_partition_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,framebalanced_majority_entropy,geometry_partition_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,framebalanced_majority_entropy_size_residual,geometry_partition_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_majority_entropy,geometry_partition_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_fraction,geometry_partition_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_region,geometry_partition_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_region_size_residual,geometry_partition_7cm
True,0.6071428571428572,0.5,0.5,0.7142857142857143,foreign_owner_link_fraction,geometry_overmerge_2cm
True,0.6071428571428572,0.5,0.5,0.7142857142857143,foreign_owner_link_fraction,geometry_overmerge_5cm
True,0.6071428571428572,0.5,0.5,0.7142857142857143,foreign_owner_link_fraction,geometry_overmerge_7cm
False,0.5714285714285714,0.5,0.5,0.6428571428571428,fragmentation,geometry_partition_2cm
False,0.5714285714285714,0.5,0.5,0.6428571428571428,fragmentation,geometry_partition_5cm
False,0.5714285714285714,0.5,0.5,0.6428571428571428,fragmentation,geometry_partition_7cm
True,0.5333333333333333,0.5,0.5666666666666667,0.5,frozen_combined_max,sidecar_conservative_association
True,0.5290697674418605,0.5,0.5,0.5581395348837209,mean_owner_entropy_size_residual,sidecar_conservative_unified
True,0.5534722222222223,0.49768518518518523,0.6092592592592593,0.49768518518518523,frozen_combined_max,sidecar_conservative_mask
False,0.5600605413105413,0.49743589743589745,0.6226851851851851,0.49743589743589745,pair_conflict,sidecar_strict_unified
True,0.51373219933826,0.49647266313932986,0.53099173553719,0.49647266313932986,combined_top2_mean,sidecar_strict_mask
False,0.5288995726495727,0.49529914529914537,0.5625,0.49529914529914537,fragmentation,sidecar_strict_unified
True,0.6847527472527473,0.4945054945054945,0.875,0.4945054945054945,size_num_detections,sidecar_strict_association
False,0.5302708751350517,0.4923599320882852,0.5681818181818181,0.4923599320882852,fragmentation,sidecar_original_mask
True,0.6125,0.4916666666666667,0.7333333333333334,0.4916666666666667,framebalanced_semantic_mean,sidecar_conservative_association
False,0.5413943355119826,0.4901960784313726,0.5925925925925927,0.4901960784313726,foreign_owner_link_fraction,sidecar_original_association
True,0.5041666666666667,0.4898148148148148,0.5185185185185185,0.4898148148148148,voxel_mean_disagreement,sidecar_original_unified
False,0.5422332998090574,0.4896694214876034,0.4896694214876034,0.5947971781305115,persistent_conflict_fraction,sidecar_strict_mask
False,0.5387651012361616,0.4896694214876034,0.4896694214876034,0.5878607809847198,persistent_conflict_fraction,sidecar_original_mask
False,0.602260348583878,0.4869281045751634,0.7175925925925926,0.4869281045751634,semantic_mean,sidecar_original_association
True,0.5522924045651318,0.4855371900826446,0.4855371900826446,0.6190476190476191,voxel_second_fraction,sidecar_strict_mask
True,0.5347889685557535,0.4855371900826446,0.4855371900826446,0.5840407470288624,voxel_second_fraction,sidecar_original_mask
False,0.5234716496849965,0.48389982110912344,0.5630434782608695,0.48389982110912344,pair_conflict,sidecar_conservative_unified
False,0.5321759259259259,0.48148148148148145,0.48148148148148145,0.5828703703703704,voxel_second_region,sidecar_conservative_mask
True,0.5711655129501438,0.48043478260869565,0.48043478260869565,0.661896243291592,framebalanced_semantic_mean,sidecar_conservative_unified
False,0.5194444444444444,0.47638888888888886,0.5625,0.47638888888888886,fragmentation,sidecar_original_unified
False,0.5417418526872522,0.4739130434782609,0.4739130434782609,0.6095706618962433,persistent_conflict_fraction,sidecar_conservative_unified
True,0.5091880341880342,0.47222222222222227,0.47222222222222227,0.5461538461538461,combined_top2_mean,sidecar_strict_unified
True,0.47738095238095235,0.4714285714285714,0.4714285714285714,0.48333333333333334,voxel_vote_entropy,sidecar_conservative_association
True,0.5884271978021978,0.46703296703296704,0.7098214285714286,0.46703296703296704,pair_conflict,sidecar_strict_association
True,0.6333333333333333,0.4666666666666666,0.8,0.4666666666666666,size_num_detections,sidecar_conservative_association
False,0.5821078431372549,0.4651416122004357,0.6990740740740742,0.4651416122004357,pair_conflict,sidecar_original_association
False,0.48548799685163324,0.4523809523809524,0.5185950413223142,0.4523809523809524,frozen_combined_max,sidecar_strict_mask
True,0.5051567239635997,0.4521739130434783,0.4521739130434783,0.5581395348837209,combined_top2_mean,sidecar_conservative_unified
False,0.47013888888888894,0.45138888888888895,0.45138888888888895,0.48888888888888893,frozen_combined_max,sidecar_strict_unified
True,0.5680827886710239,0.4509803921568627,0.6851851851851851,0.4509803921568627,combined_top2_mean,sidecar_original_association
False,0.5467032967032968,0.4505494505494505,0.6428571428571429,0.4505494505494505,semantic_mean,sidecar_strict_association
False,0.49284329587359893,0.4504132231404959,0.4504132231404959,0.5352733686067019,frozen_semantic_max,sidecar_strict_mask
False,0.4870911616551376,0.4504132231404959,0.4504132231404959,0.5237691001697793,frozen_semantic_max,sidecar_original_mask
False,0.5476851851851852,0.4472222222222222,0.6481481481481481,0.4472222222222222,pair_conflict,sidecar_conservative_mask
False,0.5317678954042591,0.4457671957671958,0.6177685950413223,0.4457671957671958,pair_conflict,sidecar_strict_mask
False,0.4806525628062534,0.44565217391304346,0.44565217391304346,0.5156529516994633,frozen_combined_max,sidecar_conservative_unified
False,0.5318376068376068,0.4444444444444445,0.4444444444444445,0.6192307692307693,persistent_conflict_fraction,sidecar_strict_unified
False,0.4766203703703703,0.4444444444444445,0.4444444444444445,0.5087962962962962,persistent_conflict_fraction,sidecar_original_unified
False,0.5692346581628686,0.44347826086956527,0.44347826086956527,0.6949910554561718,voxel_second_fraction,sidecar_conservative_unified
False,0.5046198206793977,0.44312393887945667,0.5661157024793388,0.44312393887945667,mean_owner_entropy_size_residual,sidecar_original_mask
False,0.5147251738160828,0.4421487603305785,0.4421487603305785,0.5873015873015872,framebalanced_majority_entropy_size_residual,sidecar_strict_mask
False,0.5003613071601959,0.4421487603305785,0.4421487603305785,0.5585738539898133,framebalanced_majority_entropy_size_residual,sidecar_original_mask
False,0.4775462962962963,0.4412037037037037,0.5138888888888888,0.4412037037037037,combined_mean,sidecar_original_unified
False,0.5092829448890055,0.4400826446280992,0.4400826446280992,0.5784832451499118,voxel_majority_entropy,sidecar_strict_mask
False,0.49720600822236877,0.4400826446280992,0.4400826446280992,0.5543293718166383,voxel_majority_entropy,sidecar_original_mask
False,0.47385835264623144,0.4380165289256198,0.4380165289256198,0.5097001763668431,voxel_second_region_size_residual,sidecar_strict_mask
