bbox_gap_voxels,contact_fraction_r1,contact_fraction_r2,duplicate_score_r1,duplicate_score_r2,exact_voxel_iou,gt_false_split_pair,gt_instance_id,gt_instance_label,label_hist_cosine,left_index,left_label,left_uid,min_distance_m,right_index,right_label,right_uid,scene,voxel_size_m
0,0.044386422976501305,0.10704960835509138,0.00013495894847021187,0.00032548922866345215,0.0,False,,,0.003040545721417126,4,tv,9ee2b22c-1b4c-4162-ba8c-21a346dfaba6,0.1,14,potted plant,11c2cbf2-0f87-4e84-9e34-027c95bc0095,office0,0.1
0,0.3333333333333333,1.0,0.001986723870361095,0.005960171611083285,0.0,False,,,0.005960171611083285,4,tv,9ee2b22c-1b4c-4162-ba8c-21a346dfaba6,0.14142135623730953,17,power outlet,ba978909-8c9f-40bf-a313-897fe724a871,office0,0.1
0,0.5217391304347826,0.8043478260869565,0.0,0.0,0.0,True,4,chair,0.0,4,tv,9ee2b22c-1b4c-4162-ba8c-21a346dfaba6,0.1,18,mat,2179aae3-5b9e-4a14-876d-412607185a6c,office0,0.1
0,0.16666666666666666,0.9444444444444444,0.0,0.0,0.0,True,4,chair,0.0,4,tv,9ee2b22c-1b4c-4162-ba8c-21a346dfaba6,0.1,19,potted plant,e001d156-eb97-421e-b8db-840ae462d701,office0,0.1
1,0.0,0.0031645569620253164,0.0,6.460990967749908e-06,0.0,False,,,0.002041673145808971,4,tv,9ee2b22c-1b4c-4162-ba8c-21a346dfaba6,0.34641016151377546,20,potted plant,c24d74d6-16cb-4111-b207-79e4c653454b,office0,0.1
0,0.030612244897959183,0.3163265306122449,6.413922565026314e-05,0.0006627719983860525,0.0,False,,,0.0020952147045752625,5,coffee table,6e93297f-d5b9-47be-b76d-dcbc7c95cea2,0.14142135623730953,8,chair,9d5b4b06-4665-481a-953c-e71ecb925abd,office0,0.1
0,0.0,0.12,0.0,0.002172506989576556,0.0,False,,,0.018104224913137967,5,coffee table,6e93297f-d5b9-47be-b76d-dcbc7c95cea2,0.28284271247461906,21,sofa chair,988a8dab-de7d-42db-9fd2-c902bd5b5ffe,office0,0.1
0,0.9642857142857143,1.0,0.5086620583124126,0.5275013938054649,0.17532467532467533,False,,,0.5275013938054649,5,coffee table,6e93297f-d5b9-47be-b76d-dcbc7c95cea2,0.0,25,tissue box,e67ecfce-00ab-4f41-97e2-ab363fefea89,office0,0.1
0,1.0,1.0,0.8661607283103124,0.8661607283103124,0.14615384615384616,False,,,0.8661607283103124,5,coffee table,6e93297f-d5b9-47be-b76d-dcbc7c95cea2,0.0,27,book,34cc3c17-2b1c-4c4d-b9e5-fd551e206815,office0,0.1
0,0.20151133501259447,0.4634760705289673,0.13701026794641755,0.31512361627676033,0.032418952618453865,False,,,0.679913454684097,7,closet door,f9871d19-ba20-4689-b1c9-3637d885018c,0.0,11,picture,a036bb7e-c379-40ec-9eda-f80c14c8ac52,office0,0.1
0,0.6176470588235294,0.9117647058823529,0.615834663561741,0.9090892652578081,0.01650943396226415,False,,,0.9970656457666283,7,closet door,f9871d19-ba20-4689-b1c9-3637d885018c,0.0,30,person,e3f817bd-6d7a-4e13-abe0-077769bee533,office0,0.1
0,0.875,1.0,0.8591683414428032,0.9819066759346322,0.012254901960784314,False,,,0.9819066759346322,7,closet door,f9871d19-ba20-4689-b1c9-3637d885018c,0.0,33,speaker,27c1ef8d-1a29-4f39-88a8-cdd6b7fe46d7,office0,0.1
0,0.0,0.26785714285714285,0.0,0.00048738223059787344,0.0,False,,,0.0018195603275653943,8,chair,9d5b4b06-4665-481a-953c-e71ecb925abd,0.2,25,tissue box,e67ecfce-00ab-4f41-97e2-ab363fefea89,office0,0.1
2,0.0,0.0,0.0,0.0,0.0,False,,,0.0004184888279195006,8,chair,9d5b4b06-4665-481a-953c-e71ecb925abd,0.4242640687119285,27,book,34cc3c17-2b1c-4c4d-b9e5-fd551e206815,office0,0.1
1,0.0,0.6666666666666666,0.0,0.0,0.0,True,4,chair,0.0,9,speaker,c4bd14d3-0681-4b6f-b5a6-0caddcae1b24,0.2,10,picture,af03beed-1beb-4828-9bda-9eb99320065b,office0,0.1
