accepted_3d,elapsed_seconds,filtered_2d,processed_frame,raw_detections,raw_frame
22,1.03212099801749,22,167,35,835
24,0.9981157183647156,24,168,36,840
26,1.083292093127966,26,169,35,845
22,0.9120580898597836,22,170,36,850
24,1.1558187864720821,24,171,38,855
21,0.9192771343514323,21,172,35,860
22,0.9953834339976311,22,173,36,865
19,0.7936757355928421,19,174,32,870
19,0.8571312809363008,19,175,35,875
19,0.70662060379982,19,176,34,880
16,0.6813099524006248,16,177,34,885
20,0.7943709436804056,20,178,31,890
16,0.6202430315315723,16,179,31,895
16,0.5948612680658698,16,180,30,900
20,0.6619946314021945,20,181,39,905
17,0.7026589289307594,17,182,34,910
20,0.7817723359912634,20,183,38,915
24,0.802703925408423,24,184,39,920
26,0.8479547845199704,26,185,39,925
21,0.7645292254164815,21,186,36,930
21,1.1148360343649983,21,187,40,935
22,1.0429397402331233,22,188,37,940
22,0.7504951311275363,22,189,34,945
23,0.8463201178237796,23,190,37,950
23,0.7495390260592103,23,191,35,955
21,0.7414124459028244,21,192,34,960
22,0.7604868412017822,22,193,35,965
25,0.8008973160758615,26,194,38,970
23,0.7653009090572596,23,195,36,975
20,0.712268989533186,20,196,36,980
23,0.7498044772073627,23,197,38,985
24,0.8139112191274762,24,198,33,990
23,0.7123764166608453,23,199,32,995
23,0.755574350245297,23,200,33,1000
19,0.7069526202976704,19,201,31,1005
20,0.7484905328601599,20,202,32,1010
19,0.6828496474772692,19,203,34,1015
19,0.7325857440009713,19,204,29,1020
17,0.645058055408299,17,205,31,1025
20,0.7460922710597515,20,206,38,1030
20,0.7479171045124531,20,207,33,1035
21,0.6784449573606253,21,208,37,1040
20,0.6670287093147635,20,209,39,1045
24,0.8256133403629065,24,210,41,1050
22,0.7442021835595369,22,211,38,1055
24,0.8149571772664785,24,212,40,1060
24,0.8309865705668926,24,213,39,1065
21,0.6950089205056429,21,214,37,1070
20,0.7777529433369637,20,215,37,1075
25,0.8037496106699109,25,216,39,1080
23,1.1873397463932633,24,217,36,1085
22,0.7985754907131195,22,218,38,1090
23,0.8157027699053288,23,219,41,1095
22,0.7884864676743746,22,220,34,1100
22,0.7756112199276686,23,221,33,1105
22,1.0967549160122871,22,222,36,1110
19,0.8701754286885262,19,223,33,1115
23,0.7679059281945229,23,224,35,1120
20,0.8257635440677404,20,225,35,1125
19,0.8320826794952154,19,226,37,1130
19,0.5974402520805597,19,227,37,1135
18,0.5837444737553596,18,228,42,1140
22,0.6272453395649791,22,229,40,1145
18,0.6323215765878558,18,230,41,1150
21,0.6027433816343546,21,231,34,1155
20,0.7062611859291792,20,232,34,1160
18,0.6238754242658615,18,233,31,1165
19,0.6436408720910549,19,234,31,1170
17,0.6020084545016289,17,235,28,1175
18,0.6563759781420231,18,236,27,1180
20,0.6768615394830704,20,237,25,1185
21,0.6780510302633047,21,238,30,1190
21,0.7343945670872927,21,239,31,1195
19,0.7055035578086972,19,240,32,1200
20,0.6963656796142459,21,241,34,1205
24,0.7649938901886344,25,242,36,1210
24,0.7598778419196606,25,243,37,1215
27,0.7858939180150628,27,244,37,1220
23,0.7397773405537009,23,245,33,1225
18,0.587011962197721,18,246,35,1230
17,0.569191450253129,17,247,34,1235
21,0.5913336658850312,21,248,35,1240
20,0.6111171459779143,20,249,37,1245
19,0.6403564857318997,20,250,36,1250
18,0.5192272588610649,18,251,26,1255
14,0.5478787077590823,14,252,27,1260
12,0.4836574923247099,12,253,20,1265
11,0.4701653756201267,11,254,15,1270
10,0.4359979024156928,10,255,16,1275
11,0.47212186083197594,11,256,16,1280
12,0.5205395147204399,12,257,18,1285
11,0.4863355215638876,11,258,15,1290
10,0.4457425754517317,10,259,15,1295
9,0.4025139147415757,9,260,14,1300
11,0.4760238425806165,11,261,14,1305
10,0.39410432148724794,10,262,14,1310
12,0.4479875210672617,12,263,16,1315
13,0.5469461567699909,13,264,19,1320
12,0.4658781122416258,12,265,16,1325
13,0.5132022993639112,13,266,17,1330
12,0.5081227300688624,12,267,19,1335
15,0.5479886336252093,15,268,26,1340
19,0.6316533964127302,19,269,26,1345
18,0.6614672793075442,18,270,27,1350
20,0.6555866450071335,20,271,32,1355
19,0.6749987425282598,19,272,27,1360
23,0.6872012596577406,23,273,30,1365
25,0.8067785957828164,25,274,36,1370
22,0.703753455542028,22,275,35,1375
21,0.6950673507526517,21,276,32,1380
21,0.7279491843655705,21,277,35,1385
21,0.7788454946130514,21,278,37,1390
23,0.7590635772794485,23,279,36,1395
20,0.7411341313272715,20,280,31,1400
20,0.7500686263665557,20,281,29,1405
19,0.6599021339789033,19,282,31,1410
21,0.6997745297849178,21,283,29,1415
19,0.6790220076218247,19,284,29,1420
20,0.7092384677380323,20,285,27,1425
22,0.7729999786242843,22,286,28,1430
23,0.7381136538460851,23,287,29,1435
22,0.7021466754376888,22,288,33,1440
26,0.8221535356715322,26,289,33,1445
22,0.7207082537934184,22,290,34,1450
20,0.5770460274070501,20,291,30,1455
21,0.621848601847887,21,292,31,1460
16,0.48183781187981367,16,293,27,1465
18,0.5795830162242055,18,294,23,1470
16,0.5350207071751356,16,295,26,1475
14,0.501007029786706,14,296,23,1480
12,0.45603766944259405,12,297,22,1485
14,0.5017993105575442,14,298,27,1490
16,0.5313771162182093,16,299,23,1495
17,0.581388657912612,17,300,29,1500
16,0.5615683775395155,16,301,27,1505
18,0.6415338208898902,18,302,23,1510
13,0.4936719750985503,13,303,22,1515
16,0.5762795889750123,16,304,24,1520
17,0.6070726308971643,17,305,26,1525
21,0.7071813670918345,21,306,23,1530
20,0.6853023646399379,20,307,28,1535
23,0.7373249921947718,23,308,34,1540
20,0.7174768568947911,20,309,30,1545
25,0.8816750021651387,25,310,36,1550
23,0.803536125458777,23,311,32,1555
18,0.6557051567360759,18,312,28,1560
20,0.7045220518484712,20,313,27,1565
19,0.6894131908193231,19,314,27,1570
19,0.6608292227610946,19,315,31,1575
22,0.8049341440200806,22,316,31,1580
20,0.7037554308772087,20,317,29,1585
22,0.7739995857700706,22,318,32,1590
23,0.8081343462690711,23,319,30,1595
22,0.7942373557016253,22,320,32,1600
26,0.8860542429611087,26,321,35,1605
25,0.90830057580024,25,322,36,1610
25,0.9925993494689465,25,323,37,1615
25,1.0126233818009496,25,324,37,1620
23,0.8730074735358357,23,325,32,1625
27,1.0118325129151344,27,326,37,1630
26,0.9793017990887165,26,327,37,1635
24,0.872272071428597,24,328,39,1640
25,0.9415363306179643,25,329,38,1645
25,0.9641594290733337,25,330,36,1650
25,0.9662187518551946,25,331,34,1655
27,1.0113850384950638,27,332,45,1660
32,0.990201199427247,32,333,41,1665
31,0.9557613404467702,31,334,42,1670
27,0.9001333406195045,27,335,38,1675
24,0.8713179212063551,24,336,46,1680
26,0.8737694304436445,26,337,42,1685
27,1.002984688617289,27,338,47,1690
26,0.9110165480524302,26,339,41,1695
26,0.9431368708610535,26,340,42,1700
26,0.8654633555561304,26,341,41,1705
30,0.8668336682021618,30,342,35,1710
28,0.9478092901408672,28,343,40,1715
30,0.9574933359399438,30,344,41,1720
32,0.9828459741547704,32,345,46,1725
26,0.9566732570528984,26,346,44,1730
26,0.8887471416965127,26,347,35,1735
25,0.931137265637517,25,348,38,1740
24,0.8633859129622579,24,349,36,1745
21,0.7361293071880937,21,350,32,1750
22,0.7508053975179791,22,351,28,1755
19,0.707036149688065,19,352,34,1760
18,0.6176654808223248,18,353,30,1765
15,0.4786947788670659,15,354,27,1770
14,0.48295167088508606,14,355,32,1775
19,0.5707104150205851,19,356,30,1780
20,0.6024892153218389,20,357,40,1785
17,0.5833640713244677,17,358,32,1790
18,0.5141165805980563,18,359,33,1795
19,0.5592009918764234,19,360,31,1800
17,0.4556331839412451,17,361,31,1805
17,0.5108265299350023,17,362,30,1810
18,0.531965684145689,18,363,27,1815
16,0.45308807119727135,16,364,31,1820
15,0.47702503856271505,15,365,35,1825
14,0.4202851438894868,14,366,25,1830
16,0.4879349172115326,16,367,30,1835
15,0.5158425699919462,15,368,28,1840
15,0.5217824233695865,15,369,26,1845
15,0.4817076148465276,15,370,28,1850
13,0.4728447822853923,13,371,26,1855
15,0.4838847639039159,15,372,25,1860
15,0.48821578081697226,15,373,26,1865
15,0.5265411771833897,15,374,27,1870
14,0.4836506824940443,14,375,31,1875
16,0.4966275943443179,16,376,26,1880
15,0.48937617614865303,15,377,27,1885
13,0.46292049437761307,13,378,23,1890
11,0.43229752872139215,11,379,23,1895
12,0.47173458710312843,12,380,23,1900
13,0.48924421798437834,13,381,21,1905
12,0.4770268378779292,12,382,21,1910
14,0.4915497209876776,15,383,25,1915
15,0.5010944381356239,15,384,27,1920
15,0.5479936050251126,15,385,25,1925
16,0.6262173447757959,16,386,23,1930
12,0.5184862073510885,12,387,24,1935
13,0.5216518379747868,13,388,17,1940
13,0.5540353702381253,13,389,21,1945
15,0.5636718049645424,15,390,21,1950
13,0.5372610874474049,13,391,25,1955
16,0.6000304790213704,16,392,26,1960
20,0.6835169922560453,20,393,31,1965
19,0.6714831506833434,19,394,27,1970
17,0.5706209819763899,17,395,28,1975
14,0.5290941270068288,14,396,27,1980
11,0.48011952731758356,11,397,25,1985
13,0.4886857969686389,13,398,21,1990
10,0.4421299211680889,10,399,21,1995
